lesson_number,domain_id,domain,service_group,microservice_id,microservice_name,team_id,db_cluster_count,db_clusters,database_name,schema_name,owned_table_count,owned_tables,full_cdc_table_count,excluded_cdc_table_count,backend_module_path,api_base_path,docker_profile,deployment_unit,frontend_integration,implementation_status
735,54,currency,currency-platform,svc-0535,currency-05,team-054,10,pg-cluster-541|pg-cluster-542|pg-cluster-543|pg-cluster-544|pg-cluster-545|pg-cluster-546|pg-cluster-547|pg-cluster-548|pg-cluster-549|pg-cluster-550,currency_svc_05,currency,10,currency_svc_05.currency.alert_currency|currency_svc_05.currency.approval_currency|currency_svc_05.currency.assignment_currency|currency_svc_05.currency.availability_currency|currency_svc_05.currency.capacity_currency|currency_svc_05.currency.case_currency|currency_svc_05.currency.decision_currency|currency_svc_05.currency.forecast_currency|currency_svc_05.currency.schedule_currency|currency_svc_05.currency.workflow_currency,10,0,applications/backend/services/currency/currency-05,/api/v1/currency/05,domain-currency,currency-05,DOMAIN_POLICY_PENDING,PLANNED
736,54,currency,currency-platform,svc-0536,currency-06,team-054,10,pg-cluster-551|pg-cluster-552|pg-cluster-553|pg-cluster-554|pg-cluster-555|pg-cluster-556|pg-cluster-557|pg-cluster-558|pg-cluster-559|pg-cluster-560,currency_svc_06,currency,10,currency_svc_06.currency.attribute_currency|currency_svc_06.currency.category_currency|currency_svc_06.currency.collection_currency|currency_svc_06.currency.media_currency|currency_svc_06.currency.plan_currency|currency_svc_06.currency.ranking_currency|currency_svc_06.currency.relationship_currency|currency_svc_06.currency.target_currency|currency_svc_06.currency.threshold_currency|currency_svc_06.currency.variant_currency,10,0,applications/backend/services/currency/currency-06,/api/v1/currency/06,domain-currency,currency-06,DOMAIN_POLICY_PENDING,PLANNED
737,54,currency,currency-platform,svc-0537,currency-07,team-054,10,pg-cluster-561|pg-cluster-562|pg-cluster-563|pg-cluster-564|pg-cluster-565|pg-cluster-566|pg-cluster-567|pg-cluster-568|pg-cluster-569|pg-cluster-570,currency_svc_07,currency,10,currency_svc_07.currency.attribution_currency|currency_svc_07.currency.channel_currency|currency_svc_07.currency.click_currency|currency_svc_07.currency.conversion_currency|currency_svc_07.currency.delivery_currency|currency_svc_07.currency.impression_currency|currency_svc_07.currency.message_currency|currency_svc_07.currency.query_currency|currency_svc_07.currency.result_currency|currency_svc_07.currency.template_currency,10,0,applications/backend/services/currency/currency-07,/api/v1/currency/07,domain-currency,currency-07,DOMAIN_POLICY_PENDING,PLANNED
738,54,currency,currency-platform,svc-0538,currency-08,team-054,10,pg-cluster-571|pg-cluster-572|pg-cluster-573|pg-cluster-574|pg-cluster-575|pg-cluster-576|pg-cluster-577|pg-cluster-578|pg-cluster-579|pg-cluster-580,currency_svc_08,currency,10,currency_svc_08.currency.contract_currency|currency_svc_08.currency.fee_currency|currency_svc_08.currency.partner_currency|currency_svc_08.currency.payout_currency|currency_svc_08.currency.price_currency|currency_svc_08.currency.provider_currency|currency_svc_08.currency.rate_currency|currency_svc_08.currency.reconciliation_currency|currency_svc_08.currency.settlement_currency|currency_svc_08.currency.tax_currency,10,0,applications/backend/services/currency/currency-08,/api/v1/currency/08,domain-currency,currency-08,DOMAIN_POLICY_PENDING,PLANNED
739,54,currency,currency-platform,svc-0539,currency-09,team-054,10,pg-cluster-581|pg-cluster-582|pg-cluster-583|pg-cluster-584|pg-cluster-585|pg-cluster-586|pg-cluster-587|pg-cluster-588|pg-cluster-589|pg-cluster-590,currency_svc_09,currency,10,currency_svc_09.currency.bin_currency|currency_svc_09.currency.package_currency|currency_svc_09.currency.refund_currency|currency_svc_09.currency.return_currency|currency_svc_09.currency.route_currency|currency_svc_09.currency.shipment_currency|currency_svc_09.currency.stock_currency|currency_svc_09.currency.stop_currency|currency_svc_09.currency.tracking_currency|currency_svc_09.currency.warehouse_currency,10,0,applications/backend/services/currency/currency-09,/api/v1/currency/09,domain-currency,currency-09,DOMAIN_POLICY_PENDING,PLANNED
740,54,currency,currency-platform,svc-0540,currency-10,team-054,10,pg-cluster-591|pg-cluster-592|pg-cluster-593|pg-cluster-594|pg-cluster-595|pg-cluster-596|pg-cluster-597|pg-cluster-598|pg-cluster-599|pg-cluster-600,currency_svc_10,currency,10,currency_svc_10.currency.consent_currency|currency_svc_10.currency.device_currency|currency_svc_10.currency.feedback_currency|currency_svc_10.currency.location_currency|currency_svc_10.currency.owner_currency|currency_svc_10.currency.permission_currency|currency_svc_10.currency.rating_currency|currency_svc_10.currency.review_currency|currency_svc_10.currency.role_currency|currency_svc_10.currency.token_currency,10,0,applications/backend/services/currency/currency-10,/api/v1/currency/10,domain-currency,currency-10,DOMAIN_POLICY_PENDING,PLANNED
741,55,international,international-platform,svc-0541,international-01,team-055,10,pg-cluster-601|pg-cluster-602|pg-cluster-603|pg-cluster-604|pg-cluster-605|pg-cluster-606|pg-cluster-607|pg-cluster-608|pg-cluster-609|pg-cluster-610,international_svc_01,international,10,international_svc_01.international.account_international|international_svc_01.international.address_international|international_svc_01.international.event_international|international_svc_01.international.history_international|international_svc_01.international.mapping_international|international_svc_01.international.preference_international|international_svc_01.international.profile_international|international_svc_01.international.rule_international|international_svc_01.international.session_international|international_svc_01.international.status_international,10,0,applications/backend/services/international/international-01,/api/v1/international/01,domain-international,international-01,DOMAIN_POLICY_PENDING,PLANNED
742,55,international,international-platform,svc-0542,international-02,team-055,10,pg-cluster-611|pg-cluster-612|pg-cluster-613|pg-cluster-614|pg-cluster-615|pg-cluster-616|pg-cluster-617|pg-cluster-618|pg-cluster-619|pg-cluster-620,international_svc_02,international,10,international_svc_02.international.allocation_international|international_svc_02.international.attempt_international|international_svc_02.international.detail_international|international_svc_02.international.item_international|international_svc_02.international.movement_international|international_svc_02.international.request_international|international_svc_02.international.reservation_international|international_svc_02.international.response_international|international_svc_02.international.snapshot_international|international_svc_02.international.transaction_international,10,0,applications/backend/services/international/international-02,/api/v1/international/02,domain-international,international-02,DOMAIN_POLICY_PENDING,PLANNED
743,55,international,international-platform,svc-0543,international-03,team-055,10,pg-cluster-621|pg-cluster-622|pg-cluster-623|pg-cluster-624|pg-cluster-625|pg-cluster-626|pg-cluster-627|pg-cluster-628|pg-cluster-629|pg-cluster-630,international_svc_03,international,10,international_svc_03.international.adjustment_international|international_svc_03.international.campaign_international|international_svc_03.international.configuration_international|international_svc_03.international.document_international|international_svc_03.international.metric_international|international_svc_03.international.offer_international|international_svc_03.international.policy_international|international_svc_03.international.redemption_international|international_svc_03.international.score_international|international_svc_03.international.segment_international,10,0,applications/backend/services/international/international-03,/api/v1/international/03,domain-international,international-03,DOMAIN_POLICY_PENDING,PLANNED
744,55,international,international-platform,svc-0544,international-04,team-055,10,pg-cluster-631|pg-cluster-632|pg-cluster-633|pg-cluster-634|pg-cluster-635|pg-cluster-636|pg-cluster-637|pg-cluster-638|pg-cluster-639|pg-cluster-640,international_svc_04,international,10,international_svc_04.international.balance_international|international_svc_04.international.batch_international|international_svc_04.international.checkpoint_international|international_svc_04.international.exception_international|international_svc_04.international.invoice_international|international_svc_04.international.job_international|international_svc_04.international.ledger_international|international_svc_04.international.line_international|international_svc_04.international.run_international|international_svc_04.international.task_international,10,0,applications/backend/services/international/international-04,/api/v1/international/04,domain-international,international-04,DOMAIN_POLICY_PENDING,PLANNED
745,55,international,international-platform,svc-0545,international-05,team-055,10,pg-cluster-641|pg-cluster-642|pg-cluster-643|pg-cluster-644|pg-cluster-645|pg-cluster-646|pg-cluster-647|pg-cluster-648|pg-cluster-649|pg-cluster-650,international_svc_05,international,10,international_svc_05.international.alert_international|international_svc_05.international.approval_international|international_svc_05.international.assignment_international|international_svc_05.international.availability_international|international_svc_05.international.capacity_international|international_svc_05.international.case_international|international_svc_05.international.decision_international|international_svc_05.international.forecast_international|international_svc_05.international.schedule_international|international_svc_05.international.workflow_international,10,0,applications/backend/services/international/international-05,/api/v1/international/05,domain-international,international-05,DOMAIN_POLICY_PENDING,PLANNED
746,55,international,international-platform,svc-0546,international-06,team-055,10,pg-cluster-651|pg-cluster-652|pg-cluster-653|pg-cluster-654|pg-cluster-655|pg-cluster-656|pg-cluster-657|pg-cluster-658|pg-cluster-659|pg-cluster-660,international_svc_06,international,10,international_svc_06.international.attribute_international|international_svc_06.international.category_international|international_svc_06.international.collection_international|international_svc_06.international.media_international|international_svc_06.international.plan_international|international_svc_06.international.ranking_international|international_svc_06.international.relationship_international|international_svc_06.international.target_international|international_svc_06.international.threshold_international|international_svc_06.international.variant_international,10,0,applications/backend/services/international/international-06,/api/v1/international/06,domain-international,international-06,DOMAIN_POLICY_PENDING,PLANNED
747,55,international,international-platform,svc-0547,international-07,team-055,10,pg-cluster-661|pg-cluster-662|pg-cluster-663|pg-cluster-664|pg-cluster-665|pg-cluster-666|pg-cluster-667|pg-cluster-668|pg-cluster-669|pg-cluster-670,international_svc_07,international,10,international_svc_07.international.attribution_international|international_svc_07.international.channel_international|international_svc_07.international.click_international|international_svc_07.international.conversion_international|international_svc_07.international.delivery_international|international_svc_07.international.impression_international|international_svc_07.international.message_international|international_svc_07.international.query_international|international_svc_07.international.result_international|international_svc_07.international.template_international,10,0,applications/backend/services/international/international-07,/api/v1/international/07,domain-international,international-07,DOMAIN_POLICY_PENDING,PLANNED
748,55,international,international-platform,svc-0548,international-08,team-055,10,pg-cluster-671|pg-cluster-672|pg-cluster-673|pg-cluster-674|pg-cluster-675|pg-cluster-676|pg-cluster-677|pg-cluster-678|pg-cluster-679|pg-cluster-680,international_svc_08,international,10,international_svc_08.international.contract_international|international_svc_08.international.fee_international|international_svc_08.international.partner_international|international_svc_08.international.payout_international|international_svc_08.international.price_international|international_svc_08.international.provider_international|international_svc_08.international.rate_international|international_svc_08.international.reconciliation_international|international_svc_08.international.settlement_international|international_svc_08.international.tax_international,10,0,applications/backend/services/international/international-08,/api/v1/international/08,domain-international,international-08,DOMAIN_POLICY_PENDING,PLANNED
749,55,international,international-platform,svc-0549,international-09,team-055,10,pg-cluster-681|pg-cluster-682|pg-cluster-683|pg-cluster-684|pg-cluster-685|pg-cluster-686|pg-cluster-687|pg-cluster-688|pg-cluster-689|pg-cluster-690,international_svc_09,international,10,international_svc_09.international.bin_international|international_svc_09.international.package_international|international_svc_09.international.refund_international|international_svc_09.international.return_international|international_svc_09.international.route_international|international_svc_09.international.shipment_international|international_svc_09.international.stock_international|international_svc_09.international.stop_international|international_svc_09.international.tracking_international|international_svc_09.international.warehouse_international,10,0,applications/backend/services/international/international-09,/api/v1/international/09,domain-international,international-09,DOMAIN_POLICY_PENDING,PLANNED
750,55,international,international-platform,svc-0550,international-10,team-055,10,pg-cluster-691|pg-cluster-692|pg-cluster-693|pg-cluster-694|pg-cluster-695|pg-cluster-696|pg-cluster-697|pg-cluster-698|pg-cluster-699|pg-cluster-700,international_svc_10,international,10,international_svc_10.international.consent_international|international_svc_10.international.device_international|international_svc_10.international.feedback_international|international_svc_10.international.location_international|international_svc_10.international.owner_international|international_svc_10.international.permission_international|international_svc_10.international.rating_international|international_svc_10.international.review_international|international_svc_10.international.role_international|international_svc_10.international.token_international,10,0,applications/backend/services/international/international-10,/api/v1/international/10,domain-international,international-10,DOMAIN_POLICY_PENDING,PLANNED
751,56,mobile,mobile-platform,svc-0551,mobile-01,team-056,10,pg-cluster-701|pg-cluster-702|pg-cluster-703|pg-cluster-704|pg-cluster-705|pg-cluster-706|pg-cluster-707|pg-cluster-708|pg-cluster-709|pg-cluster-710,mobile_svc_01,mobile,10,mobile_svc_01.mobile.account_mobile|mobile_svc_01.mobile.address_mobile|mobile_svc_01.mobile.event_mobile|mobile_svc_01.mobile.history_mobile|mobile_svc_01.mobile.mapping_mobile|mobile_svc_01.mobile.preference_mobile|mobile_svc_01.mobile.profile_mobile|mobile_svc_01.mobile.rule_mobile|mobile_svc_01.mobile.session_mobile|mobile_svc_01.mobile.status_mobile,10,0,applications/backend/services/mobile/mobile-01,/api/v1/mobile/01,domain-mobile,mobile-01,DOMAIN_POLICY_PENDING,PLANNED
752,56,mobile,mobile-platform,svc-0552,mobile-02,team-056,10,pg-cluster-711|pg-cluster-712|pg-cluster-713|pg-cluster-714|pg-cluster-715|pg-cluster-716|pg-cluster-717|pg-cluster-718|pg-cluster-719|pg-cluster-720,mobile_svc_02,mobile,10,mobile_svc_02.mobile.allocation_mobile|mobile_svc_02.mobile.attempt_mobile|mobile_svc_02.mobile.detail_mobile|mobile_svc_02.mobile.item_mobile|mobile_svc_02.mobile.movement_mobile|mobile_svc_02.mobile.request_mobile|mobile_svc_02.mobile.reservation_mobile|mobile_svc_02.mobile.response_mobile|mobile_svc_02.mobile.snapshot_mobile|mobile_svc_02.mobile.transaction_mobile,10,0,applications/backend/services/mobile/mobile-02,/api/v1/mobile/02,domain-mobile,mobile-02,DOMAIN_POLICY_PENDING,PLANNED
753,56,mobile,mobile-platform,svc-0553,mobile-03,team-056,10,pg-cluster-721|pg-cluster-722|pg-cluster-723|pg-cluster-724|pg-cluster-725|pg-cluster-726|pg-cluster-727|pg-cluster-728|pg-cluster-729|pg-cluster-730,mobile_svc_03,mobile,10,mobile_svc_03.mobile.adjustment_mobile|mobile_svc_03.mobile.campaign_mobile|mobile_svc_03.mobile.configuration_mobile|mobile_svc_03.mobile.document_mobile|mobile_svc_03.mobile.metric_mobile|mobile_svc_03.mobile.offer_mobile|mobile_svc_03.mobile.policy_mobile|mobile_svc_03.mobile.redemption_mobile|mobile_svc_03.mobile.score_mobile|mobile_svc_03.mobile.segment_mobile,10,0,applications/backend/services/mobile/mobile-03,/api/v1/mobile/03,domain-mobile,mobile-03,DOMAIN_POLICY_PENDING,PLANNED
754,56,mobile,mobile-platform,svc-0554,mobile-04,team-056,10,pg-cluster-731|pg-cluster-732|pg-cluster-733|pg-cluster-734|pg-cluster-735|pg-cluster-736|pg-cluster-737|pg-cluster-738|pg-cluster-739|pg-cluster-740,mobile_svc_04,mobile,10,mobile_svc_04.mobile.balance_mobile|mobile_svc_04.mobile.batch_mobile|mobile_svc_04.mobile.checkpoint_mobile|mobile_svc_04.mobile.exception_mobile|mobile_svc_04.mobile.invoice_mobile|mobile_svc_04.mobile.job_mobile|mobile_svc_04.mobile.ledger_mobile|mobile_svc_04.mobile.line_mobile|mobile_svc_04.mobile.run_mobile|mobile_svc_04.mobile.task_mobile,10,0,applications/backend/services/mobile/mobile-04,/api/v1/mobile/04,domain-mobile,mobile-04,DOMAIN_POLICY_PENDING,PLANNED
755,56,mobile,mobile-platform,svc-0555,mobile-05,team-056,10,pg-cluster-741|pg-cluster-742|pg-cluster-743|pg-cluster-744|pg-cluster-745|pg-cluster-746|pg-cluster-747|pg-cluster-748|pg-cluster-749|pg-cluster-750,mobile_svc_05,mobile,10,mobile_svc_05.mobile.alert_mobile|mobile_svc_05.mobile.approval_mobile|mobile_svc_05.mobile.assignment_mobile|mobile_svc_05.mobile.availability_mobile|mobile_svc_05.mobile.capacity_mobile|mobile_svc_05.mobile.case_mobile|mobile_svc_05.mobile.decision_mobile|mobile_svc_05.mobile.forecast_mobile|mobile_svc_05.mobile.schedule_mobile|mobile_svc_05.mobile.workflow_mobile,10,0,applications/backend/services/mobile/mobile-05,/api/v1/mobile/05,domain-mobile,mobile-05,DOMAIN_POLICY_PENDING,PLANNED
756,56,mobile,mobile-platform,svc-0556,mobile-06,team-056,10,pg-cluster-751|pg-cluster-752|pg-cluster-753|pg-cluster-754|pg-cluster-755|pg-cluster-756|pg-cluster-757|pg-cluster-758|pg-cluster-759|pg-cluster-760,mobile_svc_06,mobile,10,mobile_svc_06.mobile.attribute_mobile|mobile_svc_06.mobile.category_mobile|mobile_svc_06.mobile.collection_mobile|mobile_svc_06.mobile.media_mobile|mobile_svc_06.mobile.plan_mobile|mobile_svc_06.mobile.ranking_mobile|mobile_svc_06.mobile.relationship_mobile|mobile_svc_06.mobile.target_mobile|mobile_svc_06.mobile.threshold_mobile|mobile_svc_06.mobile.variant_mobile,10,0,applications/backend/services/mobile/mobile-06,/api/v1/mobile/06,domain-mobile,mobile-06,DOMAIN_POLICY_PENDING,PLANNED
757,56,mobile,mobile-platform,svc-0557,mobile-07,team-056,10,pg-cluster-761|pg-cluster-762|pg-cluster-763|pg-cluster-764|pg-cluster-765|pg-cluster-766|pg-cluster-767|pg-cluster-768|pg-cluster-769|pg-cluster-770,mobile_svc_07,mobile,10,mobile_svc_07.mobile.attribution_mobile|mobile_svc_07.mobile.channel_mobile|mobile_svc_07.mobile.click_mobile|mobile_svc_07.mobile.conversion_mobile|mobile_svc_07.mobile.delivery_mobile|mobile_svc_07.mobile.impression_mobile|mobile_svc_07.mobile.message_mobile|mobile_svc_07.mobile.query_mobile|mobile_svc_07.mobile.result_mobile|mobile_svc_07.mobile.template_mobile,10,0,applications/backend/services/mobile/mobile-07,/api/v1/mobile/07,domain-mobile,mobile-07,DOMAIN_POLICY_PENDING,PLANNED
758,56,mobile,mobile-platform,svc-0558,mobile-08,team-056,10,pg-cluster-771|pg-cluster-772|pg-cluster-773|pg-cluster-774|pg-cluster-775|pg-cluster-776|pg-cluster-777|pg-cluster-778|pg-cluster-779|pg-cluster-780,mobile_svc_08,mobile,10,mobile_svc_08.mobile.contract_mobile|mobile_svc_08.mobile.fee_mobile|mobile_svc_08.mobile.partner_mobile|mobile_svc_08.mobile.payout_mobile|mobile_svc_08.mobile.price_mobile|mobile_svc_08.mobile.provider_mobile|mobile_svc_08.mobile.rate_mobile|mobile_svc_08.mobile.reconciliation_mobile|mobile_svc_08.mobile.settlement_mobile|mobile_svc_08.mobile.tax_mobile,10,0,applications/backend/services/mobile/mobile-08,/api/v1/mobile/08,domain-mobile,mobile-08,DOMAIN_POLICY_PENDING,PLANNED
759,56,mobile,mobile-platform,svc-0559,mobile-09,team-056,10,pg-cluster-781|pg-cluster-782|pg-cluster-783|pg-cluster-784|pg-cluster-785|pg-cluster-786|pg-cluster-787|pg-cluster-788|pg-cluster-789|pg-cluster-790,mobile_svc_09,mobile,10,mobile_svc_09.mobile.bin_mobile|mobile_svc_09.mobile.package_mobile|mobile_svc_09.mobile.refund_mobile|mobile_svc_09.mobile.return_mobile|mobile_svc_09.mobile.route_mobile|mobile_svc_09.mobile.shipment_mobile|mobile_svc_09.mobile.stock_mobile|mobile_svc_09.mobile.stop_mobile|mobile_svc_09.mobile.tracking_mobile|mobile_svc_09.mobile.warehouse_mobile,10,0,applications/backend/services/mobile/mobile-09,/api/v1/mobile/09,domain-mobile,mobile-09,DOMAIN_POLICY_PENDING,PLANNED
760,56,mobile,mobile-platform,svc-0560,mobile-10,team-056,10,pg-cluster-791|pg-cluster-792|pg-cluster-793|pg-cluster-794|pg-cluster-795|pg-cluster-796|pg-cluster-797|pg-cluster-798|pg-cluster-799|pg-cluster-800,mobile_svc_10,mobile,10,mobile_svc_10.mobile.consent_mobile|mobile_svc_10.mobile.device_mobile|mobile_svc_10.mobile.feedback_mobile|mobile_svc_10.mobile.location_mobile|mobile_svc_10.mobile.owner_mobile|mobile_svc_10.mobile.permission_mobile|mobile_svc_10.mobile.rating_mobile|mobile_svc_10.mobile.review_mobile|mobile_svc_10.mobile.role_mobile|mobile_svc_10.mobile.token_mobile,10,0,applications/backend/services/mobile/mobile-10,/api/v1/mobile/10,domain-mobile,mobile-10,DOMAIN_POLICY_PENDING,PLANNED
761,57,web,web-platform,svc-0561,web-01,team-057,10,pg-cluster-001|pg-cluster-002|pg-cluster-003|pg-cluster-004|pg-cluster-005|pg-cluster-006|pg-cluster-007|pg-cluster-008|pg-cluster-009|pg-cluster-010,web_svc_01,web,10,web_svc_01.web.account_web|web_svc_01.web.address_web|web_svc_01.web.event_web|web_svc_01.web.history_web|web_svc_01.web.mapping_web|web_svc_01.web.preference_web|web_svc_01.web.profile_web|web_svc_01.web.rule_web|web_svc_01.web.session_web|web_svc_01.web.status_web,10,0,applications/backend/services/web/web-01,/api/v1/web/01,domain-web,web-01,DOMAIN_POLICY_PENDING,PLANNED
762,57,web,web-platform,svc-0562,web-02,team-057,10,pg-cluster-011|pg-cluster-012|pg-cluster-013|pg-cluster-014|pg-cluster-015|pg-cluster-016|pg-cluster-017|pg-cluster-018|pg-cluster-019|pg-cluster-020,web_svc_02,web,10,web_svc_02.web.allocation_web|web_svc_02.web.attempt_web|web_svc_02.web.detail_web|web_svc_02.web.item_web|web_svc_02.web.movement_web|web_svc_02.web.request_web|web_svc_02.web.reservation_web|web_svc_02.web.response_web|web_svc_02.web.snapshot_web|web_svc_02.web.transaction_web,10,0,applications/backend/services/web/web-02,/api/v1/web/02,domain-web,web-02,DOMAIN_POLICY_PENDING,PLANNED
763,57,web,web-platform,svc-0563,web-03,team-057,10,pg-cluster-021|pg-cluster-022|pg-cluster-023|pg-cluster-024|pg-cluster-025|pg-cluster-026|pg-cluster-027|pg-cluster-028|pg-cluster-029|pg-cluster-030,web_svc_03,web,10,web_svc_03.web.adjustment_web|web_svc_03.web.campaign_web|web_svc_03.web.configuration_web|web_svc_03.web.document_web|web_svc_03.web.metric_web|web_svc_03.web.offer_web|web_svc_03.web.policy_web|web_svc_03.web.redemption_web|web_svc_03.web.score_web|web_svc_03.web.segment_web,10,0,applications/backend/services/web/web-03,/api/v1/web/03,domain-web,web-03,DOMAIN_POLICY_PENDING,PLANNED
764,57,web,web-platform,svc-0564,web-04,team-057,10,pg-cluster-031|pg-cluster-032|pg-cluster-033|pg-cluster-034|pg-cluster-035|pg-cluster-036|pg-cluster-037|pg-cluster-038|pg-cluster-039|pg-cluster-040,web_svc_04,web,10,web_svc_04.web.balance_web|web_svc_04.web.batch_web|web_svc_04.web.checkpoint_web|web_svc_04.web.exception_web|web_svc_04.web.invoice_web|web_svc_04.web.job_web|web_svc_04.web.ledger_web|web_svc_04.web.line_web|web_svc_04.web.run_web|web_svc_04.web.task_web,10,0,applications/backend/services/web/web-04,/api/v1/web/04,domain-web,web-04,DOMAIN_POLICY_PENDING,PLANNED
765,57,web,web-platform,svc-0565,web-05,team-057,10,pg-cluster-041|pg-cluster-042|pg-cluster-043|pg-cluster-044|pg-cluster-045|pg-cluster-046|pg-cluster-047|pg-cluster-048|pg-cluster-049|pg-cluster-050,web_svc_05,web,10,web_svc_05.web.alert_web|web_svc_05.web.approval_web|web_svc_05.web.assignment_web|web_svc_05.web.availability_web|web_svc_05.web.capacity_web|web_svc_05.web.case_web|web_svc_05.web.decision_web|web_svc_05.web.forecast_web|web_svc_05.web.schedule_web|web_svc_05.web.workflow_web,10,0,applications/backend/services/web/web-05,/api/v1/web/05,domain-web,web-05,DOMAIN_POLICY_PENDING,PLANNED
766,57,web,web-platform,svc-0566,web-06,team-057,10,pg-cluster-051|pg-cluster-052|pg-cluster-053|pg-cluster-054|pg-cluster-055|pg-cluster-056|pg-cluster-057|pg-cluster-058|pg-cluster-059|pg-cluster-060,web_svc_06,web,10,web_svc_06.web.attribute_web|web_svc_06.web.category_web|web_svc_06.web.collection_web|web_svc_06.web.media_web|web_svc_06.web.plan_web|web_svc_06.web.ranking_web|web_svc_06.web.relationship_web|web_svc_06.web.target_web|web_svc_06.web.threshold_web|web_svc_06.web.variant_web,10,0,applications/backend/services/web/web-06,/api/v1/web/06,domain-web,web-06,DOMAIN_POLICY_PENDING,PLANNED
767,57,web,web-platform,svc-0567,web-07,team-057,10,pg-cluster-061|pg-cluster-062|pg-cluster-063|pg-cluster-064|pg-cluster-065|pg-cluster-066|pg-cluster-067|pg-cluster-068|pg-cluster-069|pg-cluster-070,web_svc_07,web,10,web_svc_07.web.attribution_web|web_svc_07.web.channel_web|web_svc_07.web.click_web|web_svc_07.web.conversion_web|web_svc_07.web.delivery_web|web_svc_07.web.impression_web|web_svc_07.web.message_web|web_svc_07.web.query_web|web_svc_07.web.result_web|web_svc_07.web.template_web,10,0,applications/backend/services/web/web-07,/api/v1/web/07,domain-web,web-07,DOMAIN_POLICY_PENDING,PLANNED
768,57,web,web-platform,svc-0568,web-08,team-057,10,pg-cluster-071|pg-cluster-072|pg-cluster-073|pg-cluster-074|pg-cluster-075|pg-cluster-076|pg-cluster-077|pg-cluster-078|pg-cluster-079|pg-cluster-080,web_svc_08,web,10,web_svc_08.web.contract_web|web_svc_08.web.fee_web|web_svc_08.web.partner_web|web_svc_08.web.payout_web|web_svc_08.web.price_web|web_svc_08.web.provider_web|web_svc_08.web.rate_web|web_svc_08.web.reconciliation_web|web_svc_08.web.settlement_web|web_svc_08.web.tax_web,10,0,applications/backend/services/web/web-08,/api/v1/web/08,domain-web,web-08,DOMAIN_POLICY_PENDING,PLANNED
769,57,web,web-platform,svc-0569,web-09,team-057,10,pg-cluster-081|pg-cluster-082|pg-cluster-083|pg-cluster-084|pg-cluster-085|pg-cluster-086|pg-cluster-087|pg-cluster-088|pg-cluster-089|pg-cluster-090,web_svc_09,web,10,web_svc_09.web.bin_web|web_svc_09.web.package_web|web_svc_09.web.refund_web|web_svc_09.web.return_web|web_svc_09.web.route_web|web_svc_09.web.shipment_web|web_svc_09.web.stock_web|web_svc_09.web.stop_web|web_svc_09.web.tracking_web|web_svc_09.web.warehouse_web,10,0,applications/backend/services/web/web-09,/api/v1/web/09,domain-web,web-09,DOMAIN_POLICY_PENDING,PLANNED
770,57,web,web-platform,svc-0570,web-10,team-057,10,pg-cluster-091|pg-cluster-092|pg-cluster-093|pg-cluster-094|pg-cluster-095|pg-cluster-096|pg-cluster-097|pg-cluster-098|pg-cluster-099|pg-cluster-100,web_svc_10,web,10,web_svc_10.web.consent_web|web_svc_10.web.device_web|web_svc_10.web.feedback_web|web_svc_10.web.location_web|web_svc_10.web.owner_web|web_svc_10.web.permission_web|web_svc_10.web.rating_web|web_svc_10.web.review_web|web_svc_10.web.role_web|web_svc_10.web.token_web,10,0,applications/backend/services/web/web-10,/api/v1/web/10,domain-web,web-10,DOMAIN_POLICY_PENDING,PLANNED
771,58,store,store-platform,svc-0571,store-01,team-058,10,pg-cluster-101|pg-cluster-102|pg-cluster-103|pg-cluster-104|pg-cluster-105|pg-cluster-106|pg-cluster-107|pg-cluster-108|pg-cluster-109|pg-cluster-110,store_svc_01,store,10,store_svc_01.store.account_store|store_svc_01.store.address_store|store_svc_01.store.event_store|store_svc_01.store.history_store|store_svc_01.store.mapping_store|store_svc_01.store.preference_store|store_svc_01.store.profile_store|store_svc_01.store.rule_store|store_svc_01.store.session_store|store_svc_01.store.status_store,10,0,applications/backend/services/store/store-01,/api/v1/store/01,domain-store,store-01,DOMAIN_POLICY_PENDING,PLANNED
772,58,store,store-platform,svc-0572,store-02,team-058,10,pg-cluster-111|pg-cluster-112|pg-cluster-113|pg-cluster-114|pg-cluster-115|pg-cluster-116|pg-cluster-117|pg-cluster-118|pg-cluster-119|pg-cluster-120,store_svc_02,store,10,store_svc_02.store.allocation_store|store_svc_02.store.attempt_store|store_svc_02.store.detail_store|store_svc_02.store.item_store|store_svc_02.store.movement_store|store_svc_02.store.request_store|store_svc_02.store.reservation_store|store_svc_02.store.response_store|store_svc_02.store.snapshot_store|store_svc_02.store.transaction_store,10,0,applications/backend/services/store/store-02,/api/v1/store/02,domain-store,store-02,DOMAIN_POLICY_PENDING,PLANNED
773,58,store,store-platform,svc-0573,store-03,team-058,10,pg-cluster-121|pg-cluster-122|pg-cluster-123|pg-cluster-124|pg-cluster-125|pg-cluster-126|pg-cluster-127|pg-cluster-128|pg-cluster-129|pg-cluster-130,store_svc_03,store,10,store_svc_03.store.adjustment_store|store_svc_03.store.campaign_store|store_svc_03.store.configuration_store|store_svc_03.store.document_store|store_svc_03.store.metric_store|store_svc_03.store.offer_store|store_svc_03.store.policy_store|store_svc_03.store.redemption_store|store_svc_03.store.score_store|store_svc_03.store.segment_store,10,0,applications/backend/services/store/store-03,/api/v1/store/03,domain-store,store-03,DOMAIN_POLICY_PENDING,PLANNED
