relationship_id,source_domain,source_service,source_cluster,source_database,source_schema,source_table,source_key,target_domain,target_service,target_cluster,target_database,target_schema,target_table,target_key,relationship_type,cardinality,cross_cluster,consistency_model,sync_method,source_of_truth,event_topic,on_missing_reference,join_strategy,description
rel-003225,currency,currency-03,pg-cluster-529,currency_svc_03,currency,offer_currency,offer_id,reference,reference-05,pg-cluster-245,reference_svc_05,reference,approval_reference,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.approval_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003226,currency,currency-04,pg-cluster-536,currency_svc_04,currency,job_currency,job_id,reference,reference-06,pg-cluster-256,reference_svc_06,reference,variant_reference,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.variant_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003227,currency,currency-05,pg-cluster-543,currency_svc_05,currency,decision_currency,decision_id,reference,reference-07,pg-cluster-267,reference_svc_07,reference,channel_reference,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.channel_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003228,currency,currency-05,pg-cluster-550,currency_svc_05,currency,forecast_currency,forecast_id,reference,reference-08,pg-cluster-278,reference_svc_08,reference,settlement_reference,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.settlement_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003229,currency,currency-06,pg-cluster-557,currency_svc_06,currency,media_currency,media_id,reference,reference-09,pg-cluster-289,reference_svc_09,reference,return_reference,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.return_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003230,currency,currency-07,pg-cluster-564,currency_svc_07,currency,impression_currency,impression_id,reference,reference-10,pg-cluster-300,reference_svc_10,reference,owner_reference,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.owner_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003231,currency,currency-08,pg-cluster-571,currency_svc_08,currency,provider_currency,provider_id,reference,reference-02,pg-cluster-211,reference_svc_02,reference,item_reference,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.item_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003232,currency,currency-08,pg-cluster-578,currency_svc_08,currency,settlement_currency,settlement_id,reference,reference-03,pg-cluster-222,reference_svc_03,reference,configuration_reference,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.configuration_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003233,currency,currency-09,pg-cluster-585,currency_svc_09,currency,stop_currency,stop_id,reference,reference-04,pg-cluster-233,reference_svc_04,reference,invoice_reference,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.invoice_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003234,currency,currency-10,pg-cluster-592,currency_svc_10,currency,rating_currency,rating_id,reference,reference-05,pg-cluster-244,reference_svc_05,reference,workflow_reference,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.workflow_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003235,currency,currency-10,pg-cluster-599,currency_svc_10,currency,location_currency,location_id,reference,reference-06,pg-cluster-255,reference_svc_06,reference,attribute_reference,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.attribute_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003236,currency,currency-01,pg-cluster-506,currency_svc_01,currency,event_currency,event_id,reference,reference-07,pg-cluster-266,reference_svc_07,reference,attribution_reference,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.attribution_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003237,currency,currency-02,pg-cluster-513,currency_svc_02,currency,snapshot_currency,snapshot_id,reference,reference-08,pg-cluster-277,reference_svc_08,reference,tax_reference,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.tax_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003238,currency,currency-02,pg-cluster-520,currency_svc_02,currency,movement_currency,movement_id,reference,reference-09,pg-cluster-288,reference_svc_09,reference,stock_reference,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.stock_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003239,currency,currency-03,pg-cluster-527,currency_svc_03,currency,segment_currency,segment_id,reference,reference-10,pg-cluster-299,reference_svc_10,reference,location_reference,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.location_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003240,currency,currency-04,pg-cluster-534,currency_svc_04,currency,line_currency,line_id,reference,reference-01,pg-cluster-210,reference_svc_01,reference,mapping_reference,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,reference,fk.pg.relation.reference.mapping_reference,retry_then_dlq,application_or_lakehouse_join,currency logically references reference; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003241,currency,currency-01,pg-cluster-501,currency_svc_01,currency,account_currency,account_id,pricing,pricing-01,pg-cluster-601,pricing_svc_01,pricing,account_pricing,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.account_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003242,currency,currency-01,pg-cluster-508,currency_svc_01,currency,status_currency,status_id,pricing,pricing-02,pg-cluster-612,pricing_svc_02,pricing,detail_pricing,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.detail_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003243,currency,currency-02,pg-cluster-515,currency_svc_02,currency,request_currency,request_id,pricing,pricing-03,pg-cluster-623,pricing_svc_03,pricing,policy_pricing,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.policy_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003244,currency,currency-03,pg-cluster-522,currency_svc_03,currency,configuration_currency,configuration_id,pricing,pricing-04,pg-cluster-634,pricing_svc_04,pricing,line_pricing,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.line_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003245,currency,currency-03,pg-cluster-529,currency_svc_03,currency,offer_currency,offer_id,pricing,pricing-05,pg-cluster-645,pricing_svc_05,pricing,approval_pricing,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.approval_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003246,currency,currency-04,pg-cluster-536,currency_svc_04,currency,job_currency,job_id,pricing,pricing-06,pg-cluster-656,pricing_svc_06,pricing,variant_pricing,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.variant_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003247,currency,currency-05,pg-cluster-543,currency_svc_05,currency,decision_currency,decision_id,pricing,pricing-07,pg-cluster-667,pricing_svc_07,pricing,channel_pricing,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.channel_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003248,currency,currency-05,pg-cluster-550,currency_svc_05,currency,forecast_currency,forecast_id,pricing,pricing-08,pg-cluster-678,pricing_svc_08,pricing,settlement_pricing,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.settlement_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003249,currency,currency-06,pg-cluster-557,currency_svc_06,currency,media_currency,media_id,pricing,pricing-09,pg-cluster-689,pricing_svc_09,pricing,return_pricing,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.return_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003250,currency,currency-07,pg-cluster-564,currency_svc_07,currency,impression_currency,impression_id,pricing,pricing-10,pg-cluster-700,pricing_svc_10,pricing,owner_pricing,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.owner_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003251,currency,currency-08,pg-cluster-571,currency_svc_08,currency,provider_currency,provider_id,pricing,pricing-02,pg-cluster-611,pricing_svc_02,pricing,item_pricing,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.item_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003252,currency,currency-08,pg-cluster-578,currency_svc_08,currency,settlement_currency,settlement_id,pricing,pricing-03,pg-cluster-622,pricing_svc_03,pricing,configuration_pricing,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.configuration_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003253,currency,currency-09,pg-cluster-585,currency_svc_09,currency,stop_currency,stop_id,pricing,pricing-04,pg-cluster-633,pricing_svc_04,pricing,invoice_pricing,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.invoice_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003254,currency,currency-10,pg-cluster-592,currency_svc_10,currency,rating_currency,rating_id,pricing,pricing-05,pg-cluster-644,pricing_svc_05,pricing,workflow_pricing,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.workflow_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003255,currency,currency-10,pg-cluster-599,currency_svc_10,currency,location_currency,location_id,pricing,pricing-06,pg-cluster-655,pricing_svc_06,pricing,attribute_pricing,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.attribute_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003256,currency,currency-01,pg-cluster-506,currency_svc_01,currency,event_currency,event_id,pricing,pricing-07,pg-cluster-666,pricing_svc_07,pricing,attribution_pricing,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.attribution_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003257,currency,currency-02,pg-cluster-513,currency_svc_02,currency,snapshot_currency,snapshot_id,pricing,pricing-08,pg-cluster-677,pricing_svc_08,pricing,tax_pricing,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.tax_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003258,currency,currency-02,pg-cluster-520,currency_svc_02,currency,movement_currency,movement_id,pricing,pricing-09,pg-cluster-688,pricing_svc_09,pricing,stock_pricing,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.stock_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003259,currency,currency-03,pg-cluster-527,currency_svc_03,currency,segment_currency,segment_id,pricing,pricing-10,pg-cluster-699,pricing_svc_10,pricing,location_pricing,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.location_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003260,currency,currency-04,pg-cluster-534,currency_svc_04,currency,line_currency,line_id,pricing,pricing-01,pg-cluster-610,pricing_svc_01,pricing,mapping_pricing,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,pricing,fk.pg.relation.pricing.mapping_pricing,retry_then_dlq,application_or_lakehouse_join,currency logically references pricing; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003261,currency,currency-01,pg-cluster-501,currency_svc_01,currency,account_currency,account_id,finance,finance-01,pg-cluster-501,finance_svc_01,finance,account_finance,account_id,PHYSICAL_FK,many-to-one,N,strong,PostgreSQL foreign key,finance,fk.pg.relation.finance.account_finance,reject_transaction,local_fk_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003262,currency,currency-01,pg-cluster-508,currency_svc_01,currency,status_currency,status_id,finance,finance-02,pg-cluster-512,finance_svc_02,finance,detail_finance,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.detail_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003263,currency,currency-02,pg-cluster-515,currency_svc_02,currency,request_currency,request_id,finance,finance-03,pg-cluster-523,finance_svc_03,finance,policy_finance,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.policy_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003264,currency,currency-03,pg-cluster-522,currency_svc_03,currency,configuration_currency,configuration_id,finance,finance-04,pg-cluster-534,finance_svc_04,finance,line_finance,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.line_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003265,currency,currency-03,pg-cluster-529,currency_svc_03,currency,offer_currency,offer_id,finance,finance-05,pg-cluster-545,finance_svc_05,finance,approval_finance,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.approval_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003266,currency,currency-04,pg-cluster-536,currency_svc_04,currency,job_currency,job_id,finance,finance-06,pg-cluster-556,finance_svc_06,finance,variant_finance,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.variant_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003267,currency,currency-05,pg-cluster-543,currency_svc_05,currency,decision_currency,decision_id,finance,finance-07,pg-cluster-567,finance_svc_07,finance,channel_finance,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.channel_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003268,currency,currency-05,pg-cluster-550,currency_svc_05,currency,forecast_currency,forecast_id,finance,finance-08,pg-cluster-578,finance_svc_08,finance,settlement_finance,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.settlement_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003269,currency,currency-06,pg-cluster-557,currency_svc_06,currency,media_currency,media_id,finance,finance-09,pg-cluster-589,finance_svc_09,finance,return_finance,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.return_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003270,currency,currency-07,pg-cluster-564,currency_svc_07,currency,impression_currency,impression_id,finance,finance-10,pg-cluster-600,finance_svc_10,finance,owner_finance,owner_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.owner_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003271,currency,currency-08,pg-cluster-571,currency_svc_08,currency,provider_currency,provider_id,finance,finance-02,pg-cluster-511,finance_svc_02,finance,item_finance,item_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.item_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003272,currency,currency-08,pg-cluster-578,currency_svc_08,currency,settlement_currency,settlement_id,finance,finance-03,pg-cluster-522,finance_svc_03,finance,configuration_finance,configuration_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.configuration_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003273,currency,currency-09,pg-cluster-585,currency_svc_09,currency,stop_currency,stop_id,finance,finance-04,pg-cluster-533,finance_svc_04,finance,invoice_finance,invoice_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.invoice_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003274,currency,currency-10,pg-cluster-592,currency_svc_10,currency,rating_currency,rating_id,finance,finance-05,pg-cluster-544,finance_svc_05,finance,workflow_finance,workflow_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.workflow_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003275,currency,currency-10,pg-cluster-599,currency_svc_10,currency,location_currency,location_id,finance,finance-06,pg-cluster-555,finance_svc_06,finance,attribute_finance,attribute_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.attribute_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003276,currency,currency-01,pg-cluster-506,currency_svc_01,currency,event_currency,event_id,finance,finance-07,pg-cluster-566,finance_svc_07,finance,attribution_finance,attribution_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.attribution_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003277,currency,currency-02,pg-cluster-513,currency_svc_02,currency,snapshot_currency,snapshot_id,finance,finance-08,pg-cluster-577,finance_svc_08,finance,tax_finance,tax_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.tax_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003278,currency,currency-02,pg-cluster-520,currency_svc_02,currency,movement_currency,movement_id,finance,finance-09,pg-cluster-588,finance_svc_09,finance,stock_finance,stock_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.stock_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003279,currency,currency-03,pg-cluster-527,currency_svc_03,currency,segment_currency,segment_id,finance,finance-10,pg-cluster-599,finance_svc_10,finance,location_finance,location_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.location_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003280,currency,currency-04,pg-cluster-534,currency_svc_04,currency,line_currency,line_id,finance,finance-01,pg-cluster-510,finance_svc_01,finance,mapping_finance,mapping_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,finance,fk.pg.relation.finance.mapping_finance,retry_then_dlq,application_or_lakehouse_join,currency logically references finance; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003281,international,international-01,pg-cluster-601,international_svc_01,international,account_international,account_id,currency,currency-01,pg-cluster-501,currency_svc_01,currency,account_currency,account_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.account_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003282,international,international-01,pg-cluster-608,international_svc_01,international,status_international,status_id,currency,currency-02,pg-cluster-512,currency_svc_02,currency,detail_currency,detail_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.detail_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003283,international,international-02,pg-cluster-615,international_svc_02,international,request_international,request_id,currency,currency-03,pg-cluster-523,currency_svc_03,currency,policy_currency,policy_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.policy_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003284,international,international-03,pg-cluster-622,international_svc_03,international,configuration_international,configuration_id,currency,currency-04,pg-cluster-534,currency_svc_04,currency,line_currency,line_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.line_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003285,international,international-03,pg-cluster-629,international_svc_03,international,offer_international,offer_id,currency,currency-05,pg-cluster-545,currency_svc_05,currency,approval_currency,approval_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.approval_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003286,international,international-04,pg-cluster-636,international_svc_04,international,job_international,job_id,currency,currency-06,pg-cluster-556,currency_svc_06,currency,variant_currency,variant_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.variant_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003287,international,international-05,pg-cluster-643,international_svc_05,international,decision_international,decision_id,currency,currency-07,pg-cluster-567,currency_svc_07,currency,channel_currency,channel_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.channel_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003288,international,international-05,pg-cluster-650,international_svc_05,international,forecast_international,forecast_id,currency,currency-08,pg-cluster-578,currency_svc_08,currency,settlement_currency,settlement_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.settlement_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
rel-003289,international,international-06,pg-cluster-657,international_svc_06,international,media_international,media_id,currency,currency-09,pg-cluster-589,currency_svc_09,currency,return_currency,return_id,LOGICAL_REFERENCE,many-to-one,Y,eventual,Debezium CDC + Kafka event,currency,fk.pg.relation.currency.return_currency,retry_then_dlq,application_or_lakehouse_join,international logically references currency; cross-cluster links use stable IDs and events rather than PostgreSQL cross-database FKs.
